,id,name,obs,obstime,run,runnum,expnum,outdir,outdir_mtime,teff,teff_err,radius,radius_err,fe,fe_err,iso_mass,iso_mass_err1,iso_mass_err2,iso_radius,iso_radius_err1,iso_radius_err2,iso_logage,iso_logage_err1,iso_logage_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_fe,iso_fe_err1,iso_fe_err2
8325,HR5685_rj260.66,HR5685,rj260.66,2017-07-01 06:12,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5685_rj260.66,1558692335.92,6681.0,110.0,1.935,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8326,HR5511_rj260.67,HR5511,rj260.67,2017-07-01 06:13,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.67,1558692335.95,6678.0,110.0,1.934,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8327,HR5511_rj260.68,HR5511,rj260.68,2017-07-01 06:14,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.68,1558692335.99,6679.0,110.0,1.916,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8328,HR5511_rj260.69,HR5511,rj260.69,2017-07-01 06:15,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.69,1558692336.02,6681.0,110.0,1.919,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8329,HAT-P-27_rj260.70,HAT-P-27,rj260.70,2017-07-01 06:25,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-27_rj260.70,1558692336.05,5263.0,110.0,0.918,0.1,0.38,0.09,,,,,,,,,,,,,,,,,,
8330,WASP-113_rj260.71,WASP-113,rj260.71,2017-07-01 06:35,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-113_rj260.71,1558692336.09,5838.0,110.0,1.752,0.18,0.26,0.09,,,,,,,,,,,,,,,,,,
8331,HAT-P-44_rj260.72,HAT-P-44,rj260.72,2017-07-01 06:48,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-44_rj260.72,1558692336.12,5350.0,110.0,0.927,0.1,0.43,0.09,,,,,,,,,,,,,,,,,,
8332,XO-1_rj260.73,XO-1,rj260.73,2017-07-01 07:07,j260,260.0,,/data/user/doppler/public_html/smemp/results/XO-1_rj260.73,1558692336.15,5680.0,110.0,1.182,0.18,-0.11,0.09,,,,,,,,,,,,,,,,,,
8333,HAT-P-2_rj260.74,HAT-P-2,rj260.74,2017-07-01 07:10,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-2_rj260.74,1558692336.19,6382.0,110.0,1.725,0.18,0.02,0.09,,,,,,,,,,,,,,,,,,
8334,WASP-92_rj260.75,WASP-92,rj260.75,2017-07-01 07:21,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-92_rj260.75,1558692336.22,6064.0,110.0,1.102,0.18,0.08,0.09,,,,,,,,,,,,,,,,,,
8335,WASP-103_rj260.76,WASP-103,rj260.76,2017-07-01 07:45,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-103_rj260.76,1558692336.25,5970.0,110.0,1.521,0.18,0.14,0.09,,,,,,,,,,,,,,,,,,
8336,BD+59_1783A_rj260.77,BD+59_1783A,rj260.77,2017-07-01 07:50,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+59_1783A_rj260.77,1558692336.28,4734.0,110.0,0.756,0.1,0.09,0.09,,,,,,,,,,,,,,,,,,
8337,BD+59_1783B_rj260.78,BD+59_1783B,rj260.78,2017-07-01 07:55,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+59_1783B_rj260.78,1558692336.32,4001.0,70.0,0.636,0.1,-0.19,0.09,,,,,,,,,,,,,,,,,,
8338,HAT-P-18_rj260.79,HAT-P-18,rj260.79,2017-07-01 08:11,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-18_rj260.79,1558692336.35,4721.0,110.0,0.755,0.1,0.14,0.09,,,,,,,,,,,,,,,,,,
8339,HAT-P-67_rj260.80,HAT-P-67,rj260.80,2017-07-01 08:20,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-67_rj260.80,1558692336.38,6233.0,110.0,2.542,0.18,-0.08,0.09,,,,,,,,,,,,,,,,,,
8340,HAT-P-55_rj260.81,HAT-P-55,rj260.81,2017-07-01 08:37,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-55_rj260.81,1558692336.41,5832.0,110.0,1.137,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
8341,KEPLER-299_rj260.82,KEPLER-299,rj260.82,2017-07-01 08:57,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-299_rj260.82,1558692336.44,5597.0,110.0,1.15,0.18,0.02,0.09,,,,,,,,,,,,,,,,,,
8342,KEPLER-172_rj260.83,KEPLER-172,rj260.83,2017-07-01 09:20,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-172_rj260.83,1558692336.48,5392.0,110.0,1.177,0.18,0.39,0.09,,,,,,,,,,,,,,,,,,
8343,KEPLER-282_rj260.84,KEPLER-282,rj260.84,2017-07-01 09:41,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-282_rj260.84,1558692336.51,5690.0,110.0,1.062,0.18,-0.36,0.09,,,,,,,,,,,,,,,,,,
8344,KEPLER-55_rj260.85,KEPLER-55,rj260.85,2017-07-01 10:03,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-55_rj260.85,1558692336.54,4377.0,70.0,0.687,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
8345,KEPLER-1542_rj260.86,KEPLER-1542,rj260.86,2017-07-01 10:22,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-1542_rj260.86,1558692336.57,5582.0,110.0,1.106,0.18,0.07,0.09,,,,,,,,,,,,,,,,,,
8346,KEPLER-169_rj260.87,KEPLER-169,rj260.87,2017-07-01 10:38,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-169_rj260.87,1558692336.61,4949.0,110.0,0.785,0.1,0.18,0.09,,,,,,,,,,,,,,,,,,
8347,KEPLER-238_rj260.88,KEPLER-238,rj260.88,2017-07-01 11:00,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-238_rj260.88,1558692336.64,5671.0,110.0,1.602,0.18,0.31,0.09,,,,,,,,,,,,,,,,,,
8348,KEPLER-150_rj260.89,KEPLER-150,rj260.89,2017-07-01 11:22,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-150_rj260.89,1558692336.67,5400.0,110.0,1.055,0.18,0.03,0.09,,,,,,,,,,,,,,,,,,
8349,KEPLER-306_rj260.90,KEPLER-306,rj260.90,2017-07-01 11:42,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-306_rj260.90,1558692336.7,4899.0,110.0,0.744,0.1,-0.11,0.09,,,,,,,,,,,,,,,,,,
8350,KEPLER-33_rj260.91,KEPLER-33,rj260.91,2017-07-01 12:03,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-33_rj260.91,1558692336.73,5923.0,110.0,1.649,0.18,0.15,0.09,,,,,,,,,,,,,,,,,,
8351,KEPLER-24_rj260.92,KEPLER-24,rj260.92,2017-07-01 12:25,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-24_rj260.92,1558692336.77,5970.0,110.0,1.343,0.18,-0.08,0.09,,,,,,,,,,,,,,,,,,
8352,KEPLER-265_rj260.93,KEPLER-265,rj260.93,2017-07-01 12:47,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-265_rj260.93,1558692336.8,5890.0,110.0,1.144,0.18,-0.12,0.09,,,,,,,,,,,,,,,,,,
8353,KEPLER-122_rj260.94,KEPLER-122,rj260.94,2017-07-01 13:07,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-122_rj260.94,1558692336.84,5945.0,110.0,1.246,0.18,-0.1,0.09,,,,,,,,,,,,,,,,,,
8354,KEPLER-208_rj260.95,KEPLER-208,rj260.95,2017-07-01 13:26,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-208_rj260.95,1558692336.87,5935.0,110.0,1.378,0.18,-0.05,0.09,,,,,,,,,,,,,,,,,,
8355,KEPLER-304_rj260.96,KEPLER-304,rj260.96,2017-07-01 13:42,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-304_rj260.96,1558692336.9,4704.0,110.0,0.731,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
8356,KEPLER-80_rj260.97,KEPLER-80,rj260.97,2017-07-01 13:58,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-80_rj260.97,1558692336.93,4432.0,70.0,0.711,0.1,0.09,0.09,,,,,,,,,,,,,,,,,,
8357,KEPLER-79_rj260.98,KEPLER-79,rj260.98,2017-07-01 14:16,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-79_rj260.98,1558692336.96,6258.0,110.0,1.808,0.18,-0.05,0.09,,,,,,,,,,,,,,,,,,
8358,HAT-P-40_rj260.99,HAT-P-40,rj260.99,2017-07-01 14:29,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-40_rj260.99,1558692337.0,6034.0,110.0,1.992,0.18,0.21,0.09,,,,,,,,,,,,,,,,,,
8359,WASP-114_rj260.100,WASP-114,rj260.100,2017-07-01 14:49,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-114_rj260.100,1558692337.03,5725.0,110.0,1.639,0.18,0.21,0.09,,,,,,,,,,,,,,,,,,
8360,WASP-57_rj260.160,WASP-57,rj260.160,2017-07-02 06:09,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-57_rj260.160,1558692337.06,5754.0,110.0,0.995,0.1,0.04,0.09,,,,,,,,,,,,,,,,,,
8361,WASP-37_rj260.161,WASP-37,rj260.161,2017-07-02 06:22,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-37_rj260.161,1558692337.1,5826.0,110.0,1.071,0.18,-0.3,0.09,,,,,,,,,,,,,,,,,,
8362,HR5511_rj260.162,HR5511,rj260.162,2017-07-02 06:24,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.162,1558692337.13,6682.0,110.0,1.917,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8363,HR5511_rj260.163,HR5511,rj260.163,2017-07-02 06:25,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.163,1558692337.16,6684.0,110.0,1.93,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8364,HR5511_rj260.164,HR5511,rj260.164,2017-07-02 06:26,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR5511_rj260.164,1558692337.2,6685.0,110.0,1.909,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8365,HR6324_rj260.165,HR6324,rj260.165,2017-07-02 06:29,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR6324_rj260.165,1558692337.23,6682.0,110.0,1.878,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
8366,HAT-P-14_rj260.166,HAT-P-14,rj260.166,2017-07-02 06:38,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-14_rj260.166,1558692337.27,6274.0,110.0,1.864,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
8367,WASP-135_rj260.167,WASP-135,rj260.167,2017-07-02 06:56,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-135_rj260.167,1558692337.3,5255.0,110.0,0.96,0.1,0.43,0.09,,,,,,,,,,,,,,,,,,
8368,KELT-12_rj260.168,KELT-12,rj260.168,2017-07-02 07:10,j260,260.0,,/data/user/doppler/public_html/smemp/results/KELT-12_rj260.168,1558692337.33,6090.0,110.0,1.96,0.18,0.29,0.09,,,,,,,,,,,,,,,,,,
8369,TRES-4_rj260.169,TRES-4,rj260.169,2017-07-02 07:17,j260,260.0,,/data/user/doppler/public_html/smemp/results/TRES-4_rj260.169,1558692337.36,6095.0,110.0,1.917,0.18,0.3,0.09,,,,,,,,,,,,,,,,,,
8370,HAT-P-31_rj260.170,HAT-P-31,rj260.170,2017-07-02 07:25,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-31_rj260.170,1558692337.4,5975.0,110.0,1.375,0.18,0.14,0.09,,,,,,,,,,,,,,,,,,
8371,WASP-58_rj260.171,WASP-58,rj260.171,2017-07-02 07:33,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-58_rj260.171,1558692337.43,5876.0,110.0,1.02,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8372,COROT-28_rj260.172,COROT-28,rj260.172,2017-07-02 07:55,j260,260.0,,/data/user/doppler/public_html/smemp/results/COROT-28_rj260.172,1558692337.46,5411.0,110.0,2.011,0.18,0.37,0.09,,,,,,,,,,,,,,,,,,
8373,KEPLER-271_rj260.173,KEPLER-271,rj260.173,2017-07-02 08:13,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-271_rj260.173,1558692337.49,5472.0,110.0,0.885,0.1,-0.33,0.09,,,,,,,,,,,,,,,,,,
8374,KEPLER-301_rj260.174,KEPLER-301,rj260.174,2017-07-02 08:36,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-301_rj260.174,1558692337.53,5543.0,110.0,1.082,0.18,0.13,0.09,,,,,,,,,,,,,,,,,,
8375,KEPLER-124_rj260.175,KEPLER-124,rj260.175,2017-07-02 09:02,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-124_rj260.175,1558692337.56,5018.0,110.0,0.699,0.1,-0.54,0.09,,,,,,,,,,,,,,,,,,
8376,KEPLER-192_rj260.176,KEPLER-192,rj260.176,2017-07-02 09:29,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-192_rj260.176,1558692337.59,5423.0,110.0,1.182,0.18,0.34,0.09,,,,,,,,,,,,,,,,,,
8377,KEPLER-342_rj260.177,KEPLER-342,rj260.177,2017-07-02 09:49,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-342_rj260.177,1558692337.63,6103.0,110.0,1.608,0.18,0.08,0.09,,,,,,,,,,,,,,,,,,
8378,KEPLER-758_rj260.178,KEPLER-758,rj260.178,2017-07-02 10:11,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-758_rj260.178,1558692337.66,6278.0,110.0,1.844,0.18,-0.35,0.09,,,,,,,,,,,,,,,,,,
8379,KEPLER-218_rj260.179,KEPLER-218,rj260.179,2017-07-02 10:39,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-218_rj260.179,1558692337.69,5431.0,110.0,1.163,0.18,0.4,0.09,,,,,,,,,,,,,,,,,,
8380,KEPLER-203_rj260.180,KEPLER-203,rj260.180,2017-07-02 11:01,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-203_rj260.180,1558692337.73,5762.0,110.0,1.281,0.18,0.02,0.09,,,,,,,,,,,,,,,,,,
8381,KEPLER-399_rj260.181,KEPLER-399,rj260.181,2017-07-02 11:25,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-399_rj260.181,1558692337.76,5551.0,110.0,0.914,0.1,-0.21,0.09,,,,,,,,,,,,,,,,,,
8382,KEPLER-435_rj260.182,KEPLER-435,rj260.182,2017-07-02 11:49,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-435_rj260.182,1558692337.79,6069.0,110.0,1.78,0.18,-0.02,0.09,,,,,,,,,,,,,,,,,,
8383,KEPLER-423_rj260.183,KEPLER-423,rj260.183,2017-07-02 12:13,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-423_rj260.183,1558692337.83,5550.0,110.0,1.02,0.18,0.06,0.09,,,,,,,,,,,,,,,,,,
8384,HAT-P-41_rj260.184,HAT-P-41,rj260.184,2017-07-02 12:37,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-41_rj260.184,1558692337.86,6393.0,110.0,1.854,0.18,0.04,0.09,,,,,,,,,,,,,,,,,,
8385,WASP-74_rj260.185,WASP-74,rj260.185,2017-07-02 12:41,j260,260.0,,/data/user/doppler/public_html/smemp/results/WASP-74_rj260.185,1558692337.89,5764.0,110.0,1.52,0.18,0.35,0.09,,,,,,,,,,,,,,,,,,
8386,HAT-P-23_rj260.186,HAT-P-23,rj260.186,2017-07-02 12:51,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-23_rj260.186,1558692337.93,5954.0,110.0,1.056,0.18,0.2,0.09,,,,,,,,,,,,,,,,,,
8387,HR7906_rj260.187,HR7906,rj260.187,2017-07-02 12:54,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7906_rj260.187,1558692337.95,6689.0,110.0,1.913,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8388,HR7906_rj260.188,HR7906,rj260.188,2017-07-02 12:54,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7906_rj260.188,1558692337.99,6688.0,110.0,1.911,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8389,HR7906_rj260.189,HR7906,rj260.189,2017-07-02 12:55,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7906_rj260.189,1558692338.02,6693.0,110.0,1.893,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8390,HR8634_rj260.194,HR8634,rj260.194,2017-07-02 13:22,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8634_rj260.194,1558692338.06,6671.0,110.0,1.962,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
8391,HR8634_rj260.195,HR8634,rj260.195,2017-07-02 13:22,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8634_rj260.195,1558692338.09,6689.0,110.0,1.908,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8392,HR8634_rj260.196,HR8634,rj260.196,2017-07-02 13:23,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8634_rj260.196,1558692338.12,6684.0,110.0,1.92,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8393,HR8634_rj260.197,HR8634,rj260.197,2017-07-02 13:24,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8634_rj260.197,1558692338.15,6679.0,110.0,1.912,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8394,BD+15_4556_rj260.198,BD+15_4556,rj260.198,2017-07-02 13:30,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+15_4556_rj260.198,1558692338.18,4916.0,110.0,5.88,0.18,0.3,0.09,,,,,,,,,,,,,,,,,,
8395,209622_rj260.199,209622,rj260.199,2017-07-02 13:32,j260,260.0,,/data/user/doppler/public_html/smemp/results/209622_rj260.199,1558692338.22,5931.0,110.0,1.562,0.18,0.25,0.09,,,,,,,,,,,,,,,,,,
8396,HR8762_rj260.200,HR8762,rj260.200,2017-07-02 13:32,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8762_rj260.200,1558692338.25,6693.0,110.0,1.763,0.18,-0.31,0.09,,,,,,,,,,,,,,,,,,
8397,HR8762_rj260.201,HR8762,rj260.201,2017-07-02 13:33,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8762_rj260.201,1558692338.29,6693.0,110.0,1.89,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8398,HR8762_rj260.202,HR8762,rj260.202,2017-07-02 13:34,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR8762_rj260.202,1558692338.31,6710.0,110.0,1.801,0.18,-0.32,0.09,,,,,,,,,,,,,,,,,,
8399,BD+47_3306_rj260.203,BD+47_3306,rj260.203,2017-07-02 13:39,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+47_3306_rj260.203,1558692338.35,4432.0,70.0,1.081,0.18,0.26,0.09,,,,,,,,,,,,,,,,,,
8400,BD+47_3307_rj260.204,BD+47_3307,rj260.204,2017-07-02 13:45,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+47_3307_rj260.204,1558692338.38,4850.0,110.0,5.325,0.18,0.24,0.09,,,,,,,,,,,,,,,,,,
8401,HAT-P-7_rj260.205,HAT-P-7,rj260.205,2017-07-02 13:56,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-7_rj260.205,1558692338.41,6169.0,110.0,1.919,0.18,0.13,0.09,,,,,,,,,,,,,,,,,,
8402,HAT-P-7_rj260.206,HAT-P-7,rj260.206,2017-07-02 14:02,j260,260.0,,/data/user/doppler/public_html/smemp/results/HAT-P-7_rj260.206,1558692338.44,6237.0,110.0,1.78,0.18,0.15,0.09,,,,,,,,,,,,,,,,,,
8403,KEPLER-15_rj260.207,KEPLER-15,rj260.207,2017-07-02 14:14,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-15_rj260.207,1558692338.48,5641.0,110.0,1.112,0.18,0.3,0.09,,,,,,,,,,,,,,,,,,
8404,KELT-16_rj260.208,KELT-16,rj260.208,2017-07-02 14:32,j260,260.0,,/data/user/doppler/public_html/smemp/results/KELT-16_rj260.208,1558692338.51,6119.0,110.0,1.539,0.18,-0.19,0.09,,,,,,,,,,,,,,,,,,
8405,232393_rj260.209,232393,rj260.209,2017-07-02 14:34,j260,260.0,,/data/user/doppler/public_html/smemp/results/232393_rj260.209,1558692338.55,4839.0,110.0,4.422,0.18,0.27,0.09,,,,,,,,,,,,,,,,,,
8406,BD+52_277A_rj260.210,BD+52_277A,rj260.210,2017-07-02 14:42,j260,260.0,,/data/user/doppler/public_html/smemp/results/BD+52_277A_rj260.210,1558692338.58,6448.0,110.0,1.916,0.18,-0.05,0.09,,,,,,,,,,,,,,,,,,
8407,HR264_rj260.211,HR264,rj260.211,2017-07-02 14:51,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR264_rj260.211,1558692338.61,6680.0,110.0,1.919,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8408,HR264_rj260.212,HR264,rj260.212,2017-07-02 14:51,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR264_rj260.212,1558692338.64,6696.0,110.0,1.877,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
8409,HR264_rj260.213,HR264,rj260.213,2017-07-02 14:52,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR264_rj260.213,1558692338.68,6696.0,110.0,1.849,0.18,-0.3,0.09,,,,,,,,,,,,,,,,,,
8410,HR496_rj260.214,HR496,rj260.214,2017-07-02 14:54,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR496_rj260.214,1558692338.71,6696.0,110.0,1.82,0.18,-0.3,0.09,,,,,,,,,,,,,,,,,,
8411,HR496_rj260.215,HR496,rj260.215,2017-07-02 14:55,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR496_rj260.215,1558692338.74,6706.0,110.0,1.789,0.18,-0.33,0.09,,,,,,,,,,,,,,,,,,
8412,HR496_rj260.216,HR496,rj260.216,2017-07-02 14:56,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR496_rj260.216,1558692338.77,6694.0,110.0,1.874,0.18,-0.29,0.09,,,,,,,,,,,,,,,,,,
8413,KEPLER-174_rj260.278,KEPLER-174,rj260.278,2017-07-03 09:21,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-174_rj260.278,1558692338.81,4890.0,110.0,0.683,0.1,-0.48,0.09,,,,,,,,,,,,,,,,,,
8414,KEPLER-164_rj260.279,KEPLER-164,rj260.279,2017-07-03 09:46,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-164_rj260.279,1558692338.84,5952.0,110.0,1.127,0.18,0.01,0.09,,,,,,,,,,,,,,,,,,
8415,KEPLER-310_rj260.280,KEPLER-310,rj260.280,2017-07-03 10:13,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-310_rj260.280,1558692338.88,5393.0,110.0,0.867,0.1,-0.31,0.09,,,,,,,,,,,,,,,,,,
8416,KEPLER-60_rj260.281,KEPLER-60,rj260.281,2017-07-03 10:37,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-60_rj260.281,1558692338.91,5881.0,110.0,1.662,0.18,-0.05,0.09,,,,,,,,,,,,,,,,,,
8417,KEPLER-92_rj260.282,KEPLER-92,rj260.282,2017-07-03 10:53,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-92_rj260.282,1558692338.94,5847.0,110.0,1.65,0.18,0.16,0.09,,,,,,,,,,,,,,,,,,
8418,KEPLER-403_rj260.283,KEPLER-403,rj260.283,2017-07-03 11:05,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-403_rj260.283,1558692338.97,5991.0,110.0,1.769,0.18,-0.01,0.09,,,,,,,,,,,,,,,,,,
8419,KEPLER-401_rj260.284,KEPLER-401,rj260.284,2017-07-03 11:23,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-401_rj260.284,1558692339.01,5914.0,110.0,1.847,0.18,-0.1,0.09,,,,,,,,,,,,,,,,,,
8420,HR7528_rj260.285,HR7528,rj260.285,2017-07-03 11:32,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7528_rj260.285,1558692339.04,6671.0,110.0,1.93,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
8421,HR7528_rj260.286,HR7528,rj260.286,2017-07-03 11:33,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7528_rj260.286,1558692339.07,6689.0,110.0,1.907,0.18,-0.28,0.09,,,,,,,,,,,,,,,,,,
8422,HR7528_rj260.287,HR7528,rj260.287,2017-07-03 11:34,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7528_rj260.287,1558692339.11,6671.0,110.0,1.936,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
8423,KEPLER-206_rj260.288,KEPLER-206,rj260.288,2017-07-03 11:49,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-206_rj260.288,1558692339.14,5645.0,110.0,1.417,0.18,0.0,0.09,,,,,,,,,,,,,,,,,,
8425,HR7528_rj260.290,HR7528,rj260.290,2017-07-03 11:58,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7528_rj260.290,1558692339.17,6676.0,110.0,1.93,0.18,-0.27,0.09,,,,,,,,,,,,,,,,,,
8426,HR7528_rj260.291,HR7528,rj260.291,2017-07-03 11:58,j260,260.0,,/data/user/doppler/public_html/smemp/results/HR7528_rj260.291,1558692339.21,6669.0,110.0,1.938,0.18,-0.26,0.09,,,,,,,,,,,,,,,,,,
8427,KEPLER-217_rj260.292,KEPLER-217,rj260.292,2017-07-03 12:12,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-217_rj260.292,1558692339.24,6422.0,110.0,1.823,0.18,-0.07,0.09,,,,,,,,,,,,,,,,,,
8428,KEPLER-114_rj260.293,KEPLER-114,rj260.293,2017-07-03 12:34,j260,260.0,,/data/user/doppler/public_html/smemp/results/KEPLER-114_rj260.293,1558692339.27,4513.0,110.0,0.726,0.1,0.12,0.09,,,,,,,,,,,,,,,,,,
8429,239643_rj260.294,239643,rj260.294,2017-07-03 12:45,j260,260.0,,/data/user/doppler/public_html/smemp/results/239643_rj260.294,1558692339.3,6053.0,110.0,1.195,0.18,-0.01,0.09,,,,,,,,,,,,,,,,,,
8430,203802_rj260.295,203802,rj260.295,2017-07-03 12:47,j260,260.0,,/data/user/doppler/public_html/smemp/results/203802_rj260.295,1558692339.33,6088.0,110.0,1.541,0.18,0.05,0.09,,,,,,,,,,,,,,,,,,
8431,215714_rj260.296,215714,rj260.296,2017-07-03 12:49,j260,260.0,,/data/user/doppler/public_html/smemp/results/215714_rj260.296,1558692339.36,6394.0,110.0,1.578,0.18,0.03,0.09,,,,,,,,,,,,,,,,,,
